mode,task_id,episode,initial_state_id,environment_step,selected_horizon,execution_horizon,wall_ms,policy_ms,server_ms,predictor_ms,batched_teacher_ms,harp_residual_ms,harp_gripper_event_ms,selector_json
ordered_feedback_current_once,0,336,336,50,25,25,124.12489531561732,111.88562773168087,122.11835803464055,6.285842042416334,nan,nan,nan,"{""raw_horizon"":25,""selector_policy"":""ordered_feedback_current_once"",""feedback_variant"":""current"",""feedback_history_valid"":true,""ordered_continuation_logits"":[1.9917702674865723,1.8294614553451538,1.0009251832962036,0.28424856066703796],""ordered_horizon_probability"":[0.12006970262086886,0.12169650862180803,0.2037825780663492,0.23808827720968193,0.31636293348129196],""candidate_horizons"":[5,10,15,20,25],""anchor_h"":25,""candidate_h"":25,""candidate_evaluated"":true,""first_disagreement_intervened"":false,""has_intervened_before_decision"":false,""has_intervened"":false,""selector_postprocess_ms"":0.2123108133673668,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.12494148313999176,0.12343191355466843,0.21385326981544495,0.2185371369123459,0.31923624873161316],""anchor_ordered_continuation_logits"":[1.946445345878601,1.8065499067306519,0.9221470355987549,0.37897560000419617],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":null,""previous_horizon"":15,""episode_progress"":0.05,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,336,336,75,5,5,123.97547205910087,110.06588209420443,121.53551075607538,6.279489956796169,nan,nan,nan,"{""raw_horizon"":15,""selector_policy"":""ordered_feedback_current_once"",""feedback_variant"":""current"",""feedback_history_valid"":true,""ordered_continuation_logits"":[0.7372210025787354,0.47827601432800293,-0.6114475727081299,-0.6094788312911987],""ordered_horizon_probability"":[0.3236121326438565,0.2588261091339234,0.2706931544404269,0.09514469902266191,0.05172390475913136],""candidate_horizons"":[5,10,15,20,25],""anchor_h"":15,""candidate_h"":5,""candidate_evaluated"":true,""first_disagreement_intervened"":true,""has_intervened_before_decision"":false,""has_intervened"":true,""selector_postprocess_ms"":0.2574929967522621,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.26986077427864075,0.2791922390460968,0.2891837954521179,0.10397855937480927,0.05778463929891586],""anchor_ordered_continuation_logits"":[0.9953291416168213,0.47944918274879456,-0.5809286236763,-0.5874616503715515],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":75,""previous_horizon"":25,""episode_progress"":0.075,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,336,336,80,15,15,114.71254704520106,102.74516604840755,113.20351017639041,4.923440050333738,nan,nan,nan,"{""raw_horizon"":15,""selector_policy"":""ordered_feedback_current_once"",""anchor_h"":15,""candidate_h"":null,""candidate_evaluated"":false,""first_disagreement_intervened"":false,""has_intervened_before_decision"":true,""has_intervened"":true,""selector_postprocess_ms"":0.008332077413797379,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.18594443798065186,0.20853808522224426,0.22014735639095306,0.1942615807056427,0.19110848009586334],""anchor_ordered_continuation_logits"":[1.4765806198120117,1.0659615993499756,0.5599068403244019,-0.01636442169547081],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":75,""previous_horizon"":5,""episode_progress"":0.08,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,336,336,95,20,20,114.35424396768212,103.81598677486181,112.58251406252384,6.1334241181612015,nan,nan,nan,"{""raw_horizon"":20,""selector_policy"":""ordered_feedback_current_once"",""anchor_h"":20,""candidate_h"":null,""candidate_evaluated"":false,""first_disagreement_intervened"":false,""has_intervened_before_decision"":true,""has_intervened"":true,""selector_postprocess_ms"":0.011095777153968811,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.18634648621082306,0.04686904326081276,0.11456683278083801,0.3334813714027405,0.3187362551689148],""anchor_ordered_continuation_logits"":[1.4739269018173218,2.7948484420776367,1.7392200231552124,-0.04522305354475975],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":75,""previous_horizon"":15,""episode_progress"":0.095,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,336,336,115,20,20,121.32717575877905,107.4482356198132,119.31509478017688,4.512681160122156,nan,nan,nan,"{""raw_horizon"":20,""selector_policy"":""ordered_feedback_current_once"",""anchor_h"":20,""candidate_h"":null,""candidate_evaluated"":false,""first_disagreement_intervened"":false,""has_intervened_before_decision"":true,""has_intervened"":true,""selector_postprocess_ms"":0.0143381766974926,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.1560506373643875,0.11521262675523758,0.11286069452762604,0.3953036367893219,0.22057247161865234],""anchor_ordered_continuation_logits"":[1.6879119873046875,1.8445332050323486,1.6968915462493896,-0.5834278464317322],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":75,""previous_horizon"":20,""episode_progress"":0.115,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,336,336,135,20,20,115.02929031848907,105.68244429305196,113.34475968033075,6.189065054059029,nan,nan,nan,"{""raw_horizon"":20,""selector_policy"":""ordered_feedback_current_once"",""anchor_h"":20,""candidate_h"":null,""candidate_evaluated"":false,""first_disagreement_intervened"":false,""has_intervened_before_decision"":true,""has_intervened"":true,""selector_postprocess_ms"":0.009469222277402878,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.12955205142498016,0.16507230699062347,0.15711764991283417,0.30840644240379333,0.23985156416893005],""anchor_ordered_continuation_logits"":[1.9049252271652222,1.452346920967102,1.2497512102127075,-0.2513984739780426],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":75,""previous_horizon"":20,""episode_progress"":0.135,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,336,336,155,20,20,122.44235398247838,110.17766082659364,120.72953814640641,6.22556684538722,nan,nan,nan,"{""raw_horizon"":20,""selector_policy"":""ordered_feedback_current_once"",""anchor_h"":20,""candidate_h"":null,""candidate_evaluated"":false,""first_disagreement_intervened"":false,""has_intervened_before_decision"":true,""has_intervened"":true,""selector_postprocess_ms"":0.009736977517604828,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.1301390677690506,0.15524281561374664,0.21529819071292877,0.28649479150772095,0.21282507479190826],""anchor_ordered_continuation_logits"":[1.8997297286987305,1.5267577171325684,0.8412229418754578,-0.2972497045993805],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":75,""previous_horizon"":20,""episode_progress"":0.155,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,336,336,175,20,20,131.73824036493897,118.98304475471377,129.42167511209846,6.431807763874531,nan,nan,nan,"{""raw_horizon"":20,""selector_policy"":""ordered_feedback_current_once"",""anchor_h"":20,""candidate_h"":null,""candidate_evaluated"":false,""first_disagreement_intervened"":false,""has_intervened_before_decision"":true,""has_intervened"":true,""selector_postprocess_ms"":0.017822254449129105,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.10117488354444504,0.17725621163845062,0.2117725908756256,0.2994462847709656,0.21035000681877136],""anchor_ordered_continuation_logits"":[2.1842379570007324,1.4038316011428833,0.8784981966018677,-0.3531622886657715],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":75,""previous_horizon"":20,""episode_progress"":0.175,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,336,336,195,25,25,116.64549820125103,105.17546720802784,114.98739896342158,4.156594164669514,nan,nan,nan,"{""raw_horizon"":25,""selector_policy"":""ordered_feedback_current_once"",""anchor_h"":25,""candidate_h"":null,""candidate_evaluated"":false,""first_disagreement_intervened"":false,""has_intervened_before_decision"":true,""has_intervened"":true,""selector_postprocess_ms"":0.010531861335039139,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.14397621154785156,0.14523614943027496,0.18828581273555756,0.250646710395813,0.2718551456928253],""anchor_ordered_continuation_logits"":[1.7826499938964844,1.5880126953125,1.0206674337387085,0.08122500777244568],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":75,""previous_horizon"":20,""episode_progress"":0.195,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,336,336,220,20,20,123.39155888184905,110.01550825312734,120.88387180119753,6.233397871255875,nan,nan,nan,"{""raw_horizon"":20,""selector_policy"":""ordered_feedback_current_once"",""anchor_h"":20,""candidate_h"":null,""candidate_evaluated"":false,""first_disagreement_intervened"":false,""has_intervened_before_decision"":true,""has_intervened"":true,""selector_postprocess_ms"":0.023914966732263565,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.14282286167144775,0.1761304885149002,0.15602731704711914,0.2775249183177948,0.24749433994293213],""anchor_ordered_continuation_logits"":[1.792039394378662,1.3524055480957031,1.2134038209915161,-0.11452290415763855],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":75,""previous_horizon"":25,""episode_progress"":0.22,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,336,336,240,20,20,124.35941863805056,110.94841035082936,122.40567803382874,6.29734480753541,nan,nan,nan,"{""raw_horizon"":20,""selector_policy"":""ordered_feedback_current_once"",""anchor_h"":20,""candidate_h"":null,""candidate_evaluated"":false,""first_disagreement_intervened"":false,""has_intervened_before_decision"":true,""has_intervened"":true,""selector_postprocess_ms"":0.01049879938364029,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.13084673881530762,0.16853967308998108,0.14151442050933838,0.31907346844673157,0.24002574384212494],""anchor_ordered_continuation_logits"":[1.8934926986694336,1.4247854948043823,1.3739253282546997,-0.2846750319004059],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":75,""previous_horizon"":20,""episode_progress"":0.24,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,337,337,10,25,25,129.76450193673372,115.67701306194067,126.66372768580914,8.20968672633171,nan,nan,nan,"{""raw_horizon"":25,""selector_policy"":""ordered_feedback_current_once"",""feedback_variant"":""current"",""feedback_history_valid"":false,""ordered_continuation_logits"":[1.6691007614135742,1.5347070693969727,1.1432933807373047,0.2725468575954437],""ordered_horizon_probability"":[0.15854410752031292,0.14919520280397733,0.16733062718315292,0.22691779227081232,0.2980122702217445],""candidate_horizons"":[5,10,15,20,25],""anchor_h"":25,""candidate_h"":25,""candidate_evaluated"":true,""first_disagreement_intervened"":false,""has_intervened_before_decision"":false,""has_intervened"":false,""selector_postprocess_ms"":0.3824732266366482,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.15854410827159882,0.14919519424438477,0.16733062267303467,0.2269178181886673,0.29801225662231445],""anchor_ordered_continuation_logits"":[1.6691007614135742,1.5347070693969727,1.1432933807373047,0.2725468575954437],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":null,""previous_horizon"":10,""episode_progress"":0.01,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,337,337,35,15,15,120.76057679951191,108.75043086707592,118.63065091893077,6.487980019301176,nan,nan,nan,"{""raw_horizon"":15,""selector_policy"":""ordered_feedback_current_once"",""feedback_variant"":""current"",""feedback_history_valid"":true,""ordered_continuation_logits"":[1.5508825778961182,1.0731722116470337,0.09594027698040009,-1.01861572265625],""ordered_horizon_probability"":[0.17495883304869203,0.210220724853616,0.2926750110034899,0.2366811732108159,0.085464257883386],""candidate_horizons"":[5,10,15,20,25],""anchor_h"":15,""candidate_h"":15,""candidate_evaluated"":true,""first_disagreement_intervened"":false,""has_intervened_before_decision"":false,""has_intervened"":false,""selector_postprocess_ms"":0.2597910352051258,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.14308680593967438,0.219169482588768,0.3117322623729706,0.22181691229343414,0.1041945368051529],""anchor_ordered_continuation_logits"":[1.78988516330719,1.0680912733078003,0.044787801802158356,-0.755592405796051],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":null,""previous_horizon"":25,""episode_progress"":0.035,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,337,337,50,25,25,121.79849715903401,109.558773227036,119.84854005277157,6.26530684530735,nan,nan,nan,"{""raw_horizon"":25,""selector_policy"":""ordered_feedback_current_once"",""feedback_variant"":""current"",""feedback_history_valid"":true,""ordered_continuation_logits"":[2.135118007659912,1.8359614610671997,0.9549060463905334,0.13208870589733124],""ordered_horizon_probability"":[0.10573010028054759,0.12298860300012389,0.2143384920046097,0.26010663250989946,0.2968361722048193],""candidate_horizons"":[5,10,15,20,25],""anchor_h"":25,""candidate_h"":25,""candidate_evaluated"":true,""first_disagreement_intervened"":false,""has_intervened_before_decision"":false,""has_intervened"":false,""selector_postprocess_ms"":0.2423468977212906,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.11002004146575928,0.12327545881271362,0.23036828637123108,0.23287661373615265,0.3034595847129822],""anchor_ordered_continuation_logits"":[2.09053635597229,1.8276801109313965,0.8450818657875061,0.2647397220134735],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":null,""previous_horizon"":15,""episode_progress"":0.05,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,337,337,75,15,15,129.2417300865054,117.10636503994465,127.33959313482046,6.510736886411905,nan,nan,nan,"{""raw_horizon"":15,""selector_policy"":""ordered_feedback_current_once"",""feedback_variant"":""current"",""feedback_history_valid"":true,""ordered_continuation_logits"":[1.1277652978897095,0.8090662360191345,-0.4211033284664154,-0.33465394377708435],""ordered_horizon_probability"":[0.24457374300925175,0.2327389059830926,0.31557104372880973,0.12072629780583326,0.08639000947301265],""candidate_horizons"":[5,10,15,20,25],""anchor_h"":15,""candidate_h"":15,""candidate_evaluated"":true,""first_disagreement_intervened"":false,""has_intervened_before_decision"":false,""has_intervened"":false,""selector_postprocess_ms"":0.2640848979353905,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.21535126864910126,0.24271167814731598,0.32822057604789734,0.12067143619060516,0.09304502606391907],""anchor_ordered_continuation_logits"":[1.2929656505584717,0.8032755851745605,-0.42903566360473633,-0.25998780131340027],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":null,""previous_horizon"":25,""episode_progress"":0.075,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,337,337,90,10,10,120.35644380375743,107.98861086368561,118.23712103068829,6.382341030985117,nan,nan,nan,"{""raw_horizon"":10,""selector_policy"":""ordered_feedback_current_once"",""feedback_variant"":""current"",""feedback_history_valid"":true,""ordered_continuation_logits"":[1.155686378479004,0.3647119402885437,0.04383625090122223,-0.10381966084241867],""ordered_horizon_probability"":[0.23945197602846363,0.3116873489489172,0.21951203278504464,0.12062170464079908,0.10872693759677549],""candidate_horizons"":[5,10,15,20,25],""anchor_h"":10,""candidate_h"":10,""candidate_evaluated"":true,""first_disagreement_intervened"":false,""has_intervened_before_decision"":false,""has_intervened"":false,""selector_postprocess_ms"":0.2674306742846966,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.20278890430927277,0.3252476751804352,0.20941881835460663,0.14521904289722443,0.11732558161020279],""anchor_ordered_continuation_logits"":[1.368954062461853,0.3723144829273224,0.22608482837677002,-0.21329042315483093],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":null,""previous_horizon"":15,""episode_progress"":0.09,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,337,337,100,25,25,119.3860499188304,107.42488224059343,117.66434693709016,6.185788195580244,nan,nan,nan,"{""raw_horizon"":25,""selector_policy"":""ordered_feedback_current_once"",""feedback_variant"":""current"",""feedback_history_valid"":true,""ordered_continuation_logits"":[1.5888564586639404,2.630077362060547,1.460608959197998,0.4802723526954651],""ordered_horizon_probability"":[0.16954484601950792,0.05582950624664992,0.14591948991476197,0.2402838328410975,0.3884223249779826],""candidate_horizons"":[5,10,15,20,25],""anchor_h"":25,""candidate_h"":25,""candidate_evaluated"":true,""first_disagreement_intervened"":false,""has_intervened_before_decision"":false,""has_intervened"":false,""selector_postprocess_ms"":0.18791994079947472,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.18859916925430298,0.06050238385796547,0.13265927135944366,0.2696737051010132,0.3485654592514038],""anchor_ordered_continuation_logits"":[1.4591381549835205,2.518587589263916,1.5390914678573608,0.2566133439540863],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":null,""previous_horizon"":10,""episode_progress"":0.1,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,337,337,125,20,20,122.59850092232227,109.83313899487257,120.68604398518801,6.254367064684629,nan,nan,nan,"{""raw_horizon"":20,""selector_policy"":""ordered_feedback_current_once"",""feedback_variant"":""current"",""feedback_history_valid"":true,""ordered_continuation_logits"":[2.154968500137329,1.064863681793213,1.0207104682922363,-0.684571385383606],""ordered_horizon_probability"":[0.10386784746141006,0.22975134380825177,0.1765169680528477,0.32564101396672457,0.16422282671076596],""candidate_horizons"":[5,10,15,20,25],""anchor_h"":20,""candidate_h"":20,""candidate_evaluated"":true,""first_disagreement_intervened"":false,""has_intervened_before_decision"":false,""has_intervened"":false,""selector_postprocess_ms"":0.23688143119215965,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.1054375022649765,0.22877785563468933,0.17383809387683868,0.32708755135536194,0.16485899686813354],""anchor_ordered_continuation_logits"":[2.138216495513916,1.0682148933410645,1.0402456521987915,-0.6851373910903931],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":null,""previous_horizon"":25,""episode_progress"":0.125,""budget_fraction"":0.5}"
ordered_feedback_current_once,0,337,337,145,20,20,120.98517594859004,108.66934107616544,119.26133697852492,6.267853081226349,nan,nan,nan,"{""raw_horizon"":20,""selector_policy"":""ordered_feedback_current_once"",""feedback_variant"":""current"",""feedback_history_valid"":true,""ordered_continuation_logits"":[1.6331853866577148,1.4452626705169678,1.3025339841842651,-0.3360011875629425],""ordered_horizon_probability"":[0.16339446233036276,0.15956721025833356,0.14470940059029755,0.3104642580015069,0.2218646688194992],""candidate_horizons"":[5,10,15,20,25],""anchor_h"":20,""candidate_h"":20,""candidate_evaluated"":true,""first_disagreement_intervened"":false,""has_intervened_before_decision"":false,""has_intervened"":false,""selector_postprocess_ms"":0.25375373661518097,""budget_limited"":0.0,""anchor_ordered_horizon_probability"":[0.1555364578962326,0.15780258178710938,0.1498536914587021,0.2980205714702606,0.23878668248653412],""anchor_ordered_continuation_logits"":[1.6918213367462158,1.4704959392547607,1.27597975730896,-0.2215920090675354],""anchor_candidate_horizons"":[5,10,15,20,25],""intervention_environment_step"":null,""previous_horizon"":20,""episode_progress"":0.145,""budget_fraction"":0.5}"
