mode,task_suite,task_id,task_name,episode,initial_state_id,success,timeout,steps,policy_calls,sampled_action_chunks,avg_h,h_distribution_json,actual_wall_total_ms,policy_rpc_wall_total_ms,actual_episode_elapsed_total_ms,actual_policy_total_ms,actual_server_total_ms,actual_predictor_total_ms,actual_batched_teacher_total_ms,actual_contextual_fusion_total_ms,contextual_fusion_translation_disagreement_mean,contextual_fusion_rotation_disagreement_mean,contextual_fusion_gripper_conflict_rate,contextual_fusion_expert_gate_rate,contextual_fusion_phase_expert_rate,actual_harp_residual_total_ms,actual_harp_gripper_event_total_ms
ordered_visual_query,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,339,339,1,0,281,14,14,20.714285714285715,"{""15"": 3, ""20"": 6, ""25"": 5}",1748.6544186249375,1748.6544186249375,13273.559759370983,1565.9312633797526,1720.811101142317,91.8344990350306,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,339,339,1,0,286,14,14,20.0,"{""5"": 1, ""15"": 2, ""20"": 6, ""25"": 5}",1716.4868232794106,1716.4868232794106,12923.443198669702,1535.6731335632503,1689.573221374303,88.16529298201203,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,340,340,1,0,358,18,18,19.72222222222222,"{""5"": 1, ""15"": 3, ""20"": 9, ""25"": 5}",2212.1464172378182,2212.1464172378182,14266.522341873497,1987.545698415488,2179.1682513430715,117.32035549357533,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,340,340,1,0,402,21,21,18.80952380952381,"{""5"": 1, ""15"": 8, ""20"": 6, ""25"": 6}",2635.1747210137546,2635.1747210137546,15558.81837522611,2368.4698683209717,2594.0368566662073,146.78942086175084,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,340,340,1,0,339,17,17,19.705882352941178,"{""5"": 1, ""15"": 3, ""20"": 8, ""25"": 5}",2143.442241474986,2143.442241474986,13678.742330987006,1916.0116738639772,2109.346543904394,114.20414038002491,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,341,341,1,0,282,14,14,19.642857142857142,"{""10"": 1, ""15"": 3, ""20"": 6, ""25"": 4}",1759.4389314763248,1759.4389314763248,12251.385075971484,1578.1611003912985,1729.1281293146312,90.20737325772643,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,341,341,1,0,278,14,14,20.357142857142858,"{""15"": 4, ""20"": 5, ""25"": 5}",1757.4515328742564,1757.4515328742564,12174.183970782906,1578.1440935097635,1729.3807822279632,91.94305539131165,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,341,341,1,0,289,14,14,20.714285714285715,"{""15"": 2, ""20"": 8, ""25"": 4}",1723.3301387168467,1723.3301387168467,12354.772087652236,1544.7168378159404,1697.3383212462068,87.94344682246447,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,342,342,1,0,319,16,16,20.0,"{""15"": 4, ""20"": 8, ""25"": 4}",1940.9749177284539,1940.9749177284539,13029.4777341187,1746.0018158890307,1912.5888319686055,100.28532985597849,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,342,342,1,0,359,18,18,20.0,"{""15"": 6, ""20"": 6, ""25"": 6}",2266.2056400440633,2266.2056400440633,14097.357749007642,2033.8033307343721,2228.4757448360324,115.02181040123105,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,342,342,1,0,319,16,16,19.6875,"{""5"": 1, ""15"": 3, ""20"": 7, ""25"": 5}",1955.0385558977723,1955.0385558977723,13067.019809037447,1753.0328501015902,1923.6077978275716,101.40276048332453,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,343,343,1,0,322,16,16,20.625,"{""15"": 4, ""20"": 6, ""25"": 6}",2002.4560866877437,2002.4560866877437,13177.145749796182,1791.3241693750024,1969.866111408919,103.92357176169753,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,343,343,1,0,417,21,21,19.523809523809526,"{""5"": 1, ""15"": 6, ""20"": 7, ""25"": 7}",2617.4198193475604,2617.4198193475604,15341.918742284179,2350.4966031759977,2575.8940037339926,135.28071623295546,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,343,343,1,0,323,16,16,20.3125,"{""15"": 4, ""20"": 7, ""25"": 5}",1965.4885767959058,1965.4885767959058,13083.245368208736,1764.4360163249075,1936.4034696482122,102.21731895580888,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,344,344,1,0,268,13,13,20.76923076923077,"{""15"": 2, ""20"": 7, ""25"": 4}",1607.306047808379,1607.306047808379,12176.418509334326,1438.7971688993275,1582.3613610118628,81.30513411015272,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,344,344,1,0,272,13,13,20.384615384615383,"{""15"": 4, ""20"": 4, ""25"": 5}",1446.8179098330438,1446.8179098330438,12081.506249960512,1326.3956946320832,1423.234117217362,67.00908998027444,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,344,344,1,0,354,18,18,20.0,"{""5"": 1, ""15"": 3, ""20"": 8, ""25"": 6}",2233.4728594869375,2233.4728594869375,14392.385120037943,2003.1991256400943,2198.3355078846216,118.29175567254424,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,345,345,1,0,282,14,14,19.642857142857142,"{""10"": 1, ""15"": 2, ""20"": 8, ""25"": 3}",1730.39685562253,1730.39685562253,12204.198781400919,1553.042450454086,1701.7892566509545,90.31827887520194,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,345,345,1,0,286,14,14,20.0,"{""5"": 1, ""15"": 2, ""20"": 6, ""25"": 5}",1650.8980887010694,1650.8980887010694,12282.754282001406,1492.4937384203076,1624.2717611603439,81.51612151414156,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,345,345,1,0,281,14,14,19.642857142857142,"{""10"": 1, ""15"": 2, ""20"": 8, ""25"": 3}",1718.8632958568633,1718.8632958568633,12052.130131982267,1543.5584131628275,1692.6539922133088,88.39065115898848,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,336,336,1,0,242,20,20,12.5,"{""5"": 10, ""15"": 3, ""20"": 4, ""25"": 3}",2370.7273160107434,2370.7273160107434,12097.228517755866,2130.5023222230375,2334.4128406606615,120.25896506384015,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,336,336,1,0,252,21,21,12.380952380952381,"{""5"": 10, ""15"": 5, ""20"": 3, ""25"": 3}",2572.5669474340975,2572.5669474340975,12554.625334218144,2316.3425750099123,2532.1580381132662,129.8384042456746,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,336,336,1,0,250,21,21,11.428571428571429,"{""5"": 11, ""15"": 4, ""20"": 5, ""25"": 1}",2580.176206305623,2580.176206305623,12758.360115345567,2318.3993021957576,2538.3568755351007,143.16440094262362,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,337,337,1,0,259,20,20,13.0,"{""5"": 8, ""10"": 1, ""15"": 3, ""20"": 7, ""25"": 1}",2445.406351238489,2445.406351238489,12543.560723308474,2197.6090809330344,2407.58189605549,128.34243662655354,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,337,337,1,0,271,22,22,12.045454545454545,"{""5"": 11, ""15"": 4, ""20"": 5, ""25"": 2}",2655.8090960606933,2655.8090960606933,12884.231006726623,2392.897138837725,2617.11031710729,138.08730710297823,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,337,337,1,0,269,21,21,12.619047619047619,"{""5"": 9, ""10"": 1, ""15"": 4, ""20"": 5, ""25"": 2}",2535.8821665868163,2535.8821665868163,12685.249669011682,2281.301897019148,2499.7157407924533,129.82969218865037,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,338,338,1,0,254,20,20,12.75,"{""5"": 9, ""15"": 3, ""20"": 7, ""25"": 1}",2413.7577526271343,2413.7577526271343,12351.599131245166,2168.457801453769,2379.8516551032662,124.65515825897455,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,338,338,1,0,243,18,18,13.61111111111111,"{""5"": 7, ""15"": 4, ""20"": 5, ""25"": 2}",2193.3324178680778,2193.3324178680778,12074.546927120537,1974.615746177733,2160.118566825986,115.9011167474091,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,338,338,1,0,235,20,20,11.5,"{""5"": 11, ""15"": 3, ""20"": 4, ""25"": 2}",2410.676152445376,2410.676152445376,12011.415680870414,2161.3040822558105,2373.363650403917,123.962736222893,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,339,339,1,0,251,21,21,11.666666666666666,"{""5"": 11, ""15"": 4, ""20"": 4, ""25"": 2}",2566.737276967615,2566.737276967615,12594.98434793204,2306.827963795513,2525.44523216784,134.08897863700986,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,339,339,1,0,247,18,18,13.61111111111111,"{""5"": 7, ""15"": 4, ""20"": 5, ""25"": 2}",2199.4074839167297,2199.4074839167297,12091.38931101188,1976.6606660559773,2165.587123017758,113.91299171373248,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,339,339,1,0,253,19,19,13.157894736842104,"{""5"": 8, ""15"": 4, ""20"": 5, ""25"": 2}",2241.2078590132296,2241.2078590132296,12256.677018944174,2025.7002227008343,2209.0005702339113,114.58300519734621,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,340,340,1,0,294,21,21,14.285714285714286,"{""5"": 8, ""15"": 3, ""20"": 7, ""25"": 3}",2560.254357755184,2560.254357755184,13198.15279264003,2299.9996365979314,2523.859102278948,130.94068877398968,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,340,340,1,0,253,17,17,15.294117647058824,"{""5"": 6, ""15"": 3, ""20"": 3, ""25"": 5}",2085.7961485162377,2085.7961485162377,12046.679652761668,1871.8916778452694,2051.8232411704957,104.4131051748991,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,340,340,1,0,295,20,20,14.75,"{""5"": 7, ""15"": 3, ""20"": 7, ""25"": 3}",2436.400344595313,2436.400344595313,13135.45266771689,2183.2815068773925,2396.3456070050597,128.4921453334391,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,341,341,1,0,249,18,18,13.61111111111111,"{""5"": 7, ""15"": 4, ""20"": 5, ""25"": 2}",2196.976668667048,2196.976668667048,12089.904071763158,1971.3154551573098,2162.3683851212263,114.21651439741254,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,341,341,1,0,255,17,17,14.411764705882353,"{""5"": 6, ""15"": 4, ""20"": 4, ""25"": 3}",2010.7675534673035,2010.7675534673035,12086.46982582286,1813.6730520054698,1980.304236523807,99.51267996802926,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,341,341,1,0,248,18,18,13.61111111111111,"{""5"": 7, ""15"": 4, ""20"": 5, ""25"": 2}",2124.157279264182,2124.157279264182,12023.326553869992,1909.935811534524,2093.8170067965984,109.44772232323885,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,342,342,1,0,249,20,20,12.75,"{""5"": 9, ""15"": 4, ""20"": 5, ""25"": 2}",2416.695637162775,2416.695637162775,12230.540486983955,2174.1365822963417,2382.189836818725,126.27679388970137,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,342,342,1,0,261,20,20,13.0,"{""5"": 9, ""15"": 4, ""20"": 4, ""25"": 3}",2452.225753571838,2452.225753571838,12653.716772794724,2206.9163974374533,2412.63163741678,123.99532552808523,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,342,342,1,0,252,21,21,12.380952380952381,"{""5"": 10, ""15"": 4, ""20"": 5, ""25"": 2}",2570.4986308701336,2570.4986308701336,12635.430715978146,2305.626843124628,2530.012225266546,134.13728028535843,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,343,343,1,0,248,18,18,14.166666666666666,"{""5"": 7, ""15"": 3, ""20"": 5, ""25"": 3}",2219.1803636960685,2219.1803636960685,12253.598725888878,1996.6941261664033,2186.2066062167287,114.73304824903607,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,343,343,1,0,250,18,18,13.88888888888889,"{""5"": 7, ""15"": 4, ""20"": 4, ""25"": 3}",2192.8472416475415,2192.8472416475415,12230.982037261128,1966.231003869325,2155.460990499705,117.66679957509041,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,343,343,1,0,244,16,16,15.3125,"{""5"": 5, ""15"": 3, ""20"": 5, ""25"": 3}",1951.9397248513997,1951.9397248513997,11655.20704118535,1758.9934663847089,1922.6939412765205,99.74160837009549,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,344,344,1,0,394,30,30,13.333333333333334,"{""5"": 10, ""15"": 11, ""20"": 8, ""25"": 1}",3580.6884514167905,3580.6884514167905,15849.46408867836,3226.9696523435414,3529.6526583842933,184.48741035535932,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,344,344,1,0,263,22,22,12.272727272727273,"{""5"": 10, ""15"": 6, ""20"": 4, ""25"": 2}",2689.3257219344378,2689.3257219344378,12883.942667860538,2404.2131095193326,2647.010119166225,136.73653407022357,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,344,344,1,0,402,29,29,13.793103448275861,"{""5"": 9, ""15"": 12, ""20"": 5, ""25"": 3}",3550.225338432938,3550.225338432938,16155.712105799466,3185.8421112410724,3494.823094457388,183.89298347756267,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,345,345,1,0,234,20,20,11.5,"{""5"": 11, ""15"": 3, ""20"": 4, ""25"": 2}",2419.9335305020213,2419.9335305020213,12265.120564959943,2173.04572975263,2381.0800700448453,122.07275116816163,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,345,345,1,0,245,15,15,16.333333333333332,"{""5"": 4, ""15"": 3, ""20"": 4, ""25"": 4}",1847.697343211621,1847.697343211621,11721.359265968204,1659.036892466247,1820.7746502012014,93.9065283164382,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,345,345,1,0,243,18,18,13.61111111111111,"{""5"": 7, ""15"": 4, ""20"": 5, ""25"": 2}",2179.7799449414015,2179.7799449414015,12041.362566873431,1959.7987085580826,2148.620665539056,111.62730306386948,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,336,336,0,1,1000,45,45,22.0,"{""10"": 1, ""20"": 24, ""25"": 20}",5451.280319131911,5451.280319131911,19098.426373209804,4904.136411845684,5371.943154837936,276.9415923394263,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,336,336,1,0,284,12,12,24.583333333333332,"{""20"": 1, ""25"": 11}",1475.6407770328224,1475.6407770328224,7165.52854841575,1327.6722063310444,1454.4465239159763,76.71007979661226,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,336,336,1,0,272,11,11,24.09090909090909,"{""20"": 2, ""25"": 9}",1368.6789786443114,1368.6789786443114,6991.244303993881,1226.119503378868,1349.8374363407493,70.33934351056814,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,337,337,1,0,261,11,11,24.09090909090909,"{""20"": 2, ""25"": 9}",1359.367709606886,1359.367709606886,6775.925499852747,1222.268777899444,1340.140090789646,72.07909831777215,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,337,337,1,0,272,11,11,24.545454545454547,"{""20"": 1, ""25"": 10}",1361.9526638649404,1361.9526638649404,6950.159805826843,1225.1585815101862,1342.534901574254,72.52108445391059,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,337,337,1,0,261,11,11,24.09090909090909,"{""20"": 2, ""25"": 9}",1348.5679673030972,1348.5679673030972,6764.306486584246,1211.2846421077847,1329.209023155272,69.18308604508638,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,338,338,1,0,255,11,11,24.09090909090909,"{""20"": 2, ""25"": 9}",1361.480482853949,1361.480482853949,6795.653473120183,1223.4351187944412,1341.6809234768152,70.30086033046246,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_visual_query,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,338,338,1,0,256,11,11,24.545454545454547,"{""20"": 1, ""25"": 10}",1345.1792993582785,1345.1792993582785,6813.912054058164,1209.4704322516918,1326.3983740471303,68.67435993626714,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,338,338,1,0,247,10,10,24.0,"{""20"": 2, ""25"": 8}",1213.537126313895,1213.537126313895,6522.680338937789,1090.4259542003274,1195.7995686680079,64.88716322928667,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_expert_hidden,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,339,339,1,0,246,10,10,24.0,"{""20"": 2, ""25"": 8}",1246.6527088545263,1246.6527088545263,6650.837239809334,1118.7680000439286,1228.6226861178875,66.23950367793441,nan,nan,nan,nan,nan,nan,nan,nan,nan
